ID,Latitude,Longitude,directionSpeed,,
8,186.8867898,173.8417021,154.2,0.343579276,65
8,187.3466109,173.3310638,154.2,0.396595745,67
8,187.3466109,172.5378723,154.2,0.827507055,69
8,188.3659732,171.2340426,154.2,0.489861763,71
8,188.7316141,170.3251064,154.2,0.340892888,73
8,189.0086147,169.7021277,154.2,0.435071164,75
8,189.4684358,168.9634043,154.2,0.314626594,77
8,189.3797956,168.3404255,157.5,0.597602881,79
8,189.2856154,167.1489362,157.5,0.557143632,81
8,189.8396166,166.1821277,157.5,0.168510638,83
8,189.8396166,165.8451064,157.5,0.964717797,85
8,187.9947924,166.4102128,160.8,1.878694774,87
8,184.2996039,167.0910638,160.8,0.937985345,89
8,182.4547796,166.7506383,160.8,0.774134823,91
8,183.1916013,165.3889362,160.8,1.059305995,93
8,183.468602,163.2885106,160.8,1.573869476,95
8,185.5904269,160.9634043,160.8,1.016943901,97
8,186.6097892,159.2034043,160.8,1.159613618,99
8,187.9006122,157.2765957,160.8,0.932622443,101
8,6.653555303,36.02723404,0,0,103
9,200,197.1705231,157.5,1.428341382,0
9,196.0352074,198.7959004,157.5,0.867893299,3
9,194.3647081,199.2674799,157.5,0.583162542,5
9,193.2175614,199.4781187,157.5,0.792231179,7
9,191.721513,200,157.5,0.955787753,9
9,189.9558586,199.2674799,157.5,0.630376174,11
9,190.0457273,198.0099346,157.5,2.508030823,13
9,188.1954907,193.3475855,157.5,1.398374375,15
9,186.8738932,190.8827968,157.5,2.364466058,17
9,184.4950176,186.7957746,157.5,1.668724883,19
9,183.5276082,183.6016097,157.5,0.541403371,21
9,183.2632887,182.5515594,157.5,0.81227665,23
9,184.0562472,183.9694416,157.5,0.551799087,25
9,184.1408294,185.0697938,157.5,0.359465089,27
9,183.7866413,185.6954225,157.5,0.650382963,29
9,182.5549124,185.2772887,157.5,0.749820716,31
9,181.058864,185.3810362,157.5,0.576057993,33
9,179.9117173,185.4879276,157.5,0.925504158,35
9,178.0614807,185.5413732,157.5,0.090779101,37
9,177.8870298,185.5916751,157.5,0.63034412,39
9,179.2086274,183.4444165,157.5,1.15041018,43
9,180.2659054,181.4009054,157.5,1.230245451,45
9,180.9689953,179.043008,157.5,0.766104214,47
9,181.1487326,177.5213783,157.5,0.606098448,49
9,182.0262734,176.6851107,157.5,0.642511656,51
9,182.2905929,175.4275654,157.5,0.341035127,53
9,182.5549124,174.7987928,157.5,0.713548438,55
9,183.9663786,174.5881539,157.5,0.67355588,57
9,185.2879761,174.3272133,157.5,0.838106882,59
9,185.991066,172.8055835,157.5,1.590672906,61
9,184.7593371,169.8723592,157.5,1.055307498,63
9,184.0562472,167.8822938,157.5,1.909828837,65
9,182.9936828,164.2134054,157.5,0.805093373,67
9,182.644781,162.6414738,154.2,0.755139729,69
9,183.17342,161.2267354,154.2,1.114748083,71
9,181.4077657,159.8654427,154.2,1.113618264,73
9,179.6473978,158.501006,154.2,0.856937247,75
9,178.6799884,157.0862676,154.2,0.796999643,77
9,178.9443079,155.514336,154.2,0.808264995,79
9,180.1760368,154.4674296,154.2,0.701606599,81
9,181.4976343,153.9958501,154.2,0.926571488,83
9,183.3478709,153.8921026,154.2,0.706181112,85
9,184.7593371,153.9424044,154.2,0.748446918,87
